전체날짜,종목명,제목,본문
2022.06.24 11:41,카카오,평단가173000원 66700원 매도 ㅠ,ㅠ
2022.06.24 11:43,카카오,다음주,"죽을 놈이라도
다음주 75,000원은
찍어 주고 죽겠지 ㅋ"
2022.06.24 11:44,카카오,앵두 오늘 올라오겠네 ㅋㅋㅋㅋㅋㅋ,반격의 서막. 지금팔면 죽는다. 팍팍ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2022.06.24 11:44,카카오,상한가 가도 마이나스 수두룩하다,어정쩡하게 반등후 다시 개폭락 준비할듯 ㅅㅂ
2022.06.24 11:45,카카오,기회다 튀자,얼른 짐싸
2022.06.24 11:50,카카오,본격적인 디폴트 전에 마지막 손절 기회네요,"어차피 액면분할 직전이나 이후에 산 사람들은 다 물렸고 마이너스 30%가 기본이고 상투를 잡은 사람은 마이너스 50% 이하죠 오늘 jp모건, 신한이 개미들 낚아서 단타치려고 들어온 거 같은데 몇년은 버틸수 있고 없어도 되는돈이면 모를까 그게 아니라면 잘 생각해서 손절하세요 원래 주식이 피말리고 잘 모르면 덤비지 말아야 합니다."
2022.06.24 11:52,카카오,카카오 오르는이유,"고점에서 물타기 해오던 개미 물량들
반대매매 터짐"
2022.06.24 11:59,카카오,영두 형님 오는 유튜브안키나?,가격도오르는데
2022.06.24 12:01,카카오,적정가 만오천원,지구에서 가장 버블
2022.06.24 12:01,카카오,오늘 매수 1위 JP모간인 즉 의미는,"다음주에 오늘 산 물량 모두 던진다
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ캬캬캬캬
모간 단타인거 모르는 사람도 있어?"
2022.06.24 12:07,카카오,코스피 지수가 올라간다,코스피 지수가 마지막 저점을 찍고 올라간다 카카오 도 빨리 올라가자 오늘은 일차로 10프로 만 올라간다 무조건 팔지 말고 종가를 기다려라
2022.06.24 12:14,카카오,마지막.탈출 기회다,얼렁 던져 다음주에 곡소리 난다
2022.06.24 12:15,카카오,질질 흘러 내리지 마라고.,최고가에서 놀아 힘있게.
2022.06.24 12:18,카카오,코스피 반등한다 이러지만,"막상 현실은 기관들만 사고 있음


외인들 오전에 좀 사는것 같다가


다시 팔기 시작했음




환율 방어 할 생각은 없고


기관애들 땜빵하고 있음




기관들 매수세가 어디 믿을수가 있냐?


얘네들도 사주는 척 하다가


다시 확 팔아버리지


공매도 당해 본 사람들은 알지 ㅋㅋ





과연 오늘 진정한 상승세로 돌아선것일까??"
2022.06.24 12:19,카카오,지수 내려가는데 잘버티네 ㅋㅋ,빨리 7만깨즈아.
2022.06.24 12:20,카카오,나쁜 놈의 색히가 또 왔네. 물량 까는놈 저거 잡아야해.,물량 항상 까는 저놈만 잡으면 되. 화이트 해커님. 꼭 잡아 주세요.
2022.06.24 12:25,카카오,팔카오 개퇴물이라고 놀렷는데,이제 칠카오냐... 육카오까지갔네
2022.06.24 12:30,카카오,■■민주당은 586 운동권 출신들을 모두 퇴출시켜야 된다,"■■민주당은 586 운동권 출신들을 모두 퇴출시켜야 된다

.

1980년대에 ""위대한 김일성 수령님만세"", ,""김일성 아버지 사랑 합니다"".라고 외치며

""김일성에 충성맹세 혈서""쓰면서 대한민국 공산화 운동하고선

민주화 운동 했다고 구라치고 다니는 이런 민주당 빨갱이 586 운동권 놈들 다 퇴출시켜야.....

나라가 바로 선다.


■국민힘 하태경 의원도1980년대에 서울대 물리학과 재학시절 ""김일성 수령님 만세"" 외치고 다녔다.

지금은 사상을 완전 바꿔서 과거를 반성하고 .북한 주민 인권에도 신경을 많이 쓰고 있다

문제는 사상을 바꾸지 않은 민주당내 586 운동권 세력들이다.


■ 탈북자를 두눈 가리고 결박해서 북한으로 다시 보낸다.가면 총살인데.김정은 좋아 하는 짓거리만 한다.
왜?????? 김일성 수령님의 손자니깐
■ 우리나라 공무원이 북한에 사살당하고 화장처리 됐는데도 월북자 였다고 조쟉해서 북한편을 든다.
■ 민주당 586 빨갱이들은 북한의 테러 행위를 부정하고 무조건 북한편만 든다.천안함 추모제에도 참석안한다.

1.김현희 칼기 폭파사건= 전두환의자작극이다.

2.천안함 테러 = 이명박의자작극

3 연평도 포격 = 왜 북한을 자극하나?? 북한을 자극한 이명박탓이다

4 북한의 gop지뢰설치 하사관 2명 다리절단= 왜 북한을 자극하나?? 북한을 자극한 박근혜탓이다



■어리석은 선동된 국민들은 민주당이 1980년대에 민주화 운동한줄 알고 있다.

팩트이야기 한다.민주당 586운동권들은 1980년대에 대한민국 공산화 운동했다.

지금도 이 586운동권들이 만든 ""전교조""의 교사들이

우리 아이들에게 ""김일성은 민족영웅"","" 김일성은 한반도에서 가장 위대한 사람이라고 가르치고 있다


■ 전교조 교사의 김일성은 민족영웅 충격적인 교육영상

https://youtu.be/ht8NealdVdg?t=135"
2022.06.24 12:31,카카오,?오늘은 일차로 10프로 만 올라간다?,무조건 팔지 말고 종가를 기다려라 뭉치면 살고 흩어지면 죽는다 절대 팔지 말라 오늘 조건을 10프로다 무조건 무조건 발지말고 종가를 기다려라
2022.06.24 12:35,카카오,조만간봐라 천보 앨엔에프 2차전지가 치고올라간다,카카오는 거의제자리
2022.06.24 12:37,카카오,경농 제발좀 가자!!!!!,-35다
2022.06.24 12:45,카카오,신용 쓰신분,2시전에 매도 바래요~~
2022.06.24 12:50,카카오,봐라,이제 패대기친다.
2022.06.24 12:59,카카오,약속의2시,패대기 타임
2022.06.24 13:00,카카오,바닥찍었다 올라타~~~,"지금이다...빨리 올라타라....

기회다~~~"
2022.06.24 13:08,카카오,6프로 올라도 티도안나네 ㅡㅡ ㅅㅍ,평단 133000원이다
2022.06.24 13:09,카카오,병진님들 2주간 20% 폭락시키고.,이거 조금올려주니 좋냐~~?? ㅋㅋ
2022.06.24 13:16,카카오,카카오 장기 투자????,니 장기 다 털리기 전에 나와!!!! 팍!! 마
2022.06.24 13:17,카카오,네이버가 따라온다. 빨리.빨리 올라가자,오늘은 무조건 종가에는 10프로 돌파한다 무조건 팔지 말고 종가를 기다려라 명심해라 무조건 팔지 말고 종가를 기다려라 종가에는 슈팅 하나 날려버리자
2022.06.24 13:17,카카오,5억 신용 갑니다!,기ㅡ즈아
2022.06.24 13:18,카카오,연기금벌레들,진심 한심그자체네 이시각에내다 팔아 쌍 ㄴ들
2022.06.24 13:19,카카오,유영두회장님은 주식의신가타여,나는눔물흘리는주식황재다
2022.06.24 13:24,카카오,카카오 4만원까지 물려도 편안한종목.,"1.우리나라 1위 플랫폼
2.모빌리티 업계 장악
3.핀테크+뱅킹 장악
4.스트리밍 시장 진출
5.팝업 스토어 및 유통 시장 진출
6.고객 데이터기반으로 AI기술 확보
7.김범수 의장 사퇴로 불확실성 제거
8.그러나 단 한 주도 매수하지 않았기에 걱정이 안됨."
2022.06.24 13:24,카카오,아 네이버 한테 지지마,별 의미도 없다만 오늘 상승율 네이버 이기자. 자존심의 문제다 ㅜㅜ
2022.06.24 13:26,카카오,쌍끌이양매수외국인기관투신연기금프로그램매수,"쌍끌이양매수~외국인+기관투신연기금 / 프로그램매수 \25만원♂우상향↑


[호재1] 삼성전기는재무건전성 청신호...성장동력 투자 본격'시동'

https://www.ceoscoredaily.com/page/view/2022062314035685084


[호재2] 날개단 반도체 패키지 기판삼성전기

https://www.newspim.com/news/view/20220623000914


프로그램매수↑ 기타법인 대량매수 ↑

삼성전기는전장부품~\실적성장 호재공시발표ㅡ \25만원♂ 우상향↑
테슬라 \5조 계약 \실적성장ㅡ자율주행차 대세상승 \실적성장 호재< 테슬라 전장부품 \5조수주< 테슬라향 & 애플향 & 인텔향 >ㅡ \실적성장 삼성전기 MLCC 급성장…개선되는 제품 Mix 목표가 \26만원 삼성전기주가는 목표가대비 78% 추가 상승여력◆ 2분기 MLCC 급성장

♥팀쿡 애플 증강현실기기 출시~한국 부품업체 삼성전기수혜
▲ 팀쿡 애플 CEO.증강현실(AR) 시장 성장성과 사업 강조 애플 삼성전기 납품 수혜
↑'전장사업'박차…삼성전기는, 3년만에'전장MLCC'전시회


https://view.asiae.co.kr/article/2022062307260211901



♥↑테슬라 ￦5조수주
♥☞ 애플 사로잡은 삼성전기…반도체기판에 3000억 투자

삼성전기가 반도체 패키지기판(FC-BGA) 시설 구축에 3000억원을 추가 투자한다."
2022.06.24 13:30,카카오,아우ㅠㅠ 121000원에 있어요,언제쯤 본전가능할까요?17만원때 팔아야 했는데
2022.06.24 13:31,카카오,상한가로출발,전재산몰빵이다
2022.06.24 13:32,카카오,사기 카톡방 조심하세요,"주식 물린분들 꼬셔서 톡방 가입하면

수익 내준다하고 해외선물 / 금거래 리딩 전부 사기 입니다. 조심하세요

전부 바람 잡이에 한통속입니다.

저역시 당해서 당하지 말라고 올립니다.

5월29일 방송분 추적 시사멘터리 중간부터 보시면 거북선의 함정이라고 꼭 시청 해보세요

전부 사기입니다 가짜로 하는겁니다.

톡방에서 알려드리고 싶은데 사기라고 하면 강퇴 당해서 여기다 올립니다.

주식 물린분들 꼬셔놓고 손절 한분들 꼬셔서 사기 치는것이니 이글 복사해서 퍼트려 주셔서 안당하게 해주세요.

톡방에서 지켜보고 있는데 진짜 답답합니다

다들 집단들이 하고 톡방에서 지네들끼리 수익 났다고 꼬십니다."
2022.06.24 13:32,카카오,천보 앨엔에프 에코프로비엠사라 주도주다,주도주 잘못사서 물리지마라
2022.06.24 13:34,카카오,다시 이제 반등되는건강?,ㅇㅅㅇ
2022.06.24 13:37,카카오,2시이후,존나폭락한다ㅋㅋㅋ
2022.06.24 13:37,카카오,가오가 있지 네이버한테 지지마라,"가오가 있지 네이버한테 지지마라

오카오 너는 할 수 있다.

네이버보다 더 빨리 내릴수 있자나 힘내라구 아자아자 화이팅

오카오를 향해가자 고고싱"
2022.06.24 13:41,카카오,7만밑으로 이제 안보낼려는 의지가 느껴지네,7만원밑 매물 다 흡수.
2022.06.24 13:49,카카오,양심도 없는 카카오가 양심 없는 기업인 이유,"내가 안 샀는데 올랐다.

정말 양심도 없다."
2022.06.24 13:51,카카오,오늘,주주감동 정책 하나 발표하시요
2022.06.24 13:51,카카오,카카오가 진짜 양심이 없는 기업인 이유,내가 사면 떨어진다.
2022.06.24 13:54,카카오,"네이버, 카카오의 주가 바닥이 가늠되지 않는다","""장기투자한다 한들 고점까지 올라가리라는 보장이 없지 않습니까. 너무 심하게 떨어져서 '물타기'(주가 하락 시 저점 매수해 평균 매입단가를 낮추는 일)도 못하고 손 놓고 있습니다.""

24일 한국거래소에 따르면 전날 카카오는 2.04% 내린 가격에, 네이버는 2.18% 오른 가격에 장을 마쳤다. 이날은 희비가 갈렸지만 반년 정도로 기간을 넓혀 보면 두 종목 모두 가파르게 우하향하는 주가 그래프를 그리고 있다.

카카오와 네이버의 주가는 올 들어서만 각각 40.36%, 38.18%씩 빠졌다.

이 기간 코스피 하락률이 22% 수준인 점을 감안하면 이들 빅테크 주가 낙폭이 유독 큰 셈이다.

카카오와 네이버를 절반 넘게 담은 상장지수펀드(ETF)의 성적도 최하위권이다. 해당 기간 'TIGER KRX인터넷K-뉴딜'과 'TIGER 소프트웨어'의 손실률은 50.47%, 40.71%에 달한다.

성장주 수난시대인 셈이다. 경기 둔화와 물가 상승(인플레이션), 금리 인상 등 외부 변수가 잇따라 충격을 주면서 대표 성장주들의 평가가치(밸류에이션)가 꾸준히 낮아지고 있다. 경기에 민감한 광고·커머스 사업에 대한 우려가 커지고 있는 점도 하락세의 요인으로 지목된다. 목표주가 하향 리포트도 이달에만 6개(카카오 4곳·네이버 2곳)가 나왔다.

일부 자산운용사들은 작년 네이버·카카오 등 인기 성장주를 담은 ETF를 구상했다가 이내 계획을 접은 것으로 알려졌다.

작년 하반기부터 올 들어 증시가 크게 출렁인 가운데 플랫폼과 게임 등 인터넷 업종 기업들의 낙폭이 두드러졌기 때문이다.

빅테크의 추락에 개미들은 '일단 사고 보자'식의 투자에 나섰다. 주식값이 많이 내린 만큼 물타기나 저가 매수 전략을 펴는 것이다. 연초 이후 이날까지의 기간 동안 투자자별 순매수 상위종목을 살펴보면 개인은 삼성전자 다음으로 네이버와 카카오를 가장 많이 샀다. 순매수 금액은 네이버 2조1092억원, 카카오 1조8014억원이다.

한편 기관과 외국인 기준으로 보면 상황은 반전된다. 가장 외면하는 종목 중 하나인 것이다. 같은 기간 외국인은 네이버와 카카오를 각각 1조5377억원, 1조2313억원어치 팔아치웠다. 각각 외국인 순매도 3, 5위다. 기관도 네이버 6645억원, 카카오 5992억원을 순매도했다.

이런 가운데 빅테크 주가를 떠받치는 개인 투자자들의 믿음은 점점 흔들리는 모습이다. 급락의 끝이 언제일지 알 수 없다는 게 주된 이유다.

두 회사의 각종 종목 토론실에는 높은 가격에 물린 투자자들이 몰려 들었다. 이들은 '네이버 평단 38층에 사람 있다. 꾸준히 물탔는데도 아직 한참 남았다', '이젠 물탈 돈도 없고 손절하기에는 내게 너무 큰 금액이다. 버티는 수밖에 없나', '네이버는 다른 것은 다 알면서 왜 언제 반등할지만 안알려주냐', '탈출하는 날에는 절대 카카오 거들떠도 안 볼 것', '더 떨어질 것 같아서 30% 손실보고 손절했다' 등 의견을 올렸다.

증권가 전문가들도 반등 시기를 쉽사리 점치지 못하고 있다. 이들 분석에 따르면 여전히 카카오와 네이버의 주가수익비율 멀티플(배수)은 해외 인터넷 기업대비 상당히 높다. 이는 두 회사의 주요 사업부 고성장세가 꺾일 경우 멀티플이 글로벌 수준으로 급격히 떨어질 수 있다는 의미이기도 하다. 글로벌 대표 빅테크인 마이크로소프트와 알파벳은 최근 6개월 사이 24% 넘게 급락했다.

임희석 미래에셋증권 연구원은 ""지난 10년간 성장주 지위를 인정 받으며 주가 랠리를 펼쳐온 글로벌 인터넷 기업들이 작년 하반기 이후 가치주화하고 있다. 반면 우리 기업들은 아직 성장주와 가치주의 기로에 서 있지 않느냐""며 ""주요 사업부들의 성장세가 재확인되기 전까지는 국내 빅테크들의 주가 횡보 구간이 길어질 것으로 보인다""고 밝혔다.

김광현 유안타증권 연구원은 ""반등 시기는 누구도 예측할 수 없다. 다만 향후 원·달러 환율이 고점에 도달했다는 인식이 확인될 경우 수급에서 외국인 자금이 유입되기 시작할 텐데 이 때 어떤 종목들의 반등 강도가 셀 것인지 고민해 볼 필요가 있다""며 ""빅테크보다는 실적 기반의 대형주의 반등폭이 더 클 것으로 보인다""고 했다.

3900원 오른 71000원"
2022.06.24 13:54,카카오,안 올릴 모양이네 !,ㅋㅋㅋㅋ ㅋ?.
2022.06.24 14:01,카카오,게카오 9900원에 애가뤼를 신나게 쩌어아아어어어억ㅋㅋ,에애가뤼이가 개신나요. 아라가또 ㅎ
2022.06.24 14:02,카카오,71300원 뚫었다,ㅇㅇ
2022.06.24 14:04,카카오,힘드시겠지만 5만원대까지,힘내세요~
2022.06.24 14:06,카카오,12만원향해가자,ㅎㅎ
2022.06.24 14:07,카카오,정확히 일년 넘게 맞았다. 이제 1년 동안 오를 차례다.,일년 넘게 쳐 맞기만 했으니..이제 방향 바꾸자.
2022.06.24 14:10,카카오,희망고문을주는구만,"ㅋㅋㅋ,죄다떨거지들만있은께,쪼까올려주니까,좋냐~~~땅에떨어진거나줏어먹을팔자새끼들ㅋㅋㅋ,절대올해,이종목은상승각절대없다.5만보는것도시간문제,알것냐,떨거지들아~~ㅋㅋㅋ"
2022.06.24 14:13,카카오,종가7만원 가주아,7만깨주겨 7만에 안착
2022.06.24 14:18,카카오,월요일,-3프로 시작으로 화수목금 총 8프로 하락
2022.06.24 14:19,카카오,???긴급 뉴스???,오늘 종가에는 10프로 돌파한다 무조건 팔지 말고 주식 끝날 때까지 기다리고 있어라 종가에는 슈팅 하나 날려 보내자
2022.06.24 14:19,카카오,카카오 모빌리티 매각하냐?,"호재냐?

https://im.newspic.kr/olZUZaf"
2022.06.24 14:19,카카오,분명히 네이버보다 몇 퍼는 더 강했는데. 네버한테 밀린다. 반토막카카오,반토막 카카오. 모지리.
2022.06.24 14:20,카카오,카카오 남은거 30% 손해보고 모두 손절,"작년에 카카오 17층에서 털고 남은 30주 30% 손해보고 모두 손절 마음이 편하네요 카카오는 한동안 가망이 없어서요... 다음주는 다시 줄줄이 파란불 이에요 jp모건, 신한이 월요일에 털지.. 화요일에 털지.."
2022.06.24 14:20,카카오,평단가173000원 66700원에 매도했어요ㅠ,ㅠ
2022.06.24 14:24,카카오,유영두 회장님 방송 많은 시청 바랍니다.,"https://youtu.be/4gTBGnUpFAw

모빌리티 매각 호재야! 안팔면 이긴다 이번 목표는 카카오 바닥이 얼마냐 최고목표가 확인이다! 그러다가 콧털 뽑힌다! JP모건 내년까지 침체없다 미증시 연말26% 반등 강력예고!!

금일 2시 30분 손절유영두 많은 시청 바랍니다!"
2022.06.24 14:24,카카오,카카오 떡상 ㅋㅋㅋ,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2022.06.24 14:24,카카오,노는개미^^,유료리딩하지마시구 노는개미 유튜브 시청하셔요 무료종목 추천 및 매도가까지 알려주십니다^*^
2022.06.24 14:30,카카오,오늘이 마지막 손절 탈출기회일거 같아서..,솔직히 고민된다...이가격이 내년 안에는 오지않을거란 생각이...내생각이 틀렸나?
2022.06.24 14:35,카카오,내단가155000,언제 본전올까
2022.06.24 14:39,카카오,빨리 빨리 올라가자,네이버가 주월하게 생겼다 빨리 빨리 올라가자 오늘은 주식을 파는 게 아니고 주식을 사는 날이다 명심해라 월요일날부터는 더 빨리 올라간다 무조건 팔지 말고 기다려라
2022.06.24 14:45,카카오,왜케 호들갑이야,"사이드카를 한번 탓냐
아니면 서킷브레이커를 한번 발동햇냐
고작 이정도 하락에 왜케들 발광들인지
사이드카 한번 타자
이래가지고 갸미들 떨어져 나가겠나"
2022.06.24 14:48,카카오,15만원,다시 돌려놔라!
2022.06.24 14:56,카카오,내단가155000,"165000원.기다리다보면.오겠쥬
근디.기운은없어요"
2022.06.24 14:57,카카오,바램입니다,"10층에 있는데 오늘이 바닥 다지고 지수가 반등의 자리가 되길 하는 간절한 바램입니다!!
대한민국 경제도 되돌아가고 개미들 눈물도 씻어주길요ㅠ"
2022.06.24 14:58,카카오,앵두,"66700원 외치니

채팅창에 신도들이 따라서 외치더라

66700원

ㅋㅋ


아이고 주린이들 ㅎㅎ"
2022.06.24 14:59,카카오,월요일날 가격은,응 68000 ㅋ
2022.06.24 15:02,카카오,오늘은 1차 목표로 10프로 만 올라간다,월요일부터는 추세가 상승 추세라서 계속 올라간다 오늘부터는 주식을 파는 게 아니고 주식을 사는 날이다 종가에는 슈팅 팅 하나 날려버리자
2022.06.24 15:12,카카오,한번만더 이만큼,올려주라 주식안하게
2022.06.24 15:16,카카오,[삭제된 게시물의 답글]적정가 4만원,내일 토요일이니 너만 꿈속에서 10프로 떨어져라~^^
2022.06.24 15:24,카카오,동시호가에 200원이나 올려주노,개꿀
2022.06.24 15:27,카카오,네이버,네이버 는 10% 카카오 낙폭 이 더 큰데 왜지?
2022.06.24 15:28,카카오,네이버 동시호가 빠진다,카카오 매수기회
2022.06.24 15:28,카카오,오늘 JP모간이 매수한 물량 언제?,"언제 던지려나~?호호호
던지는날 7만 ?지는날~
길게 안본다
늦어도 담주 화요일에는 던질듯 ㅋㅌ"
2022.06.24 15:29,카카오,카카오 만세,카카오가 1등 네이버가 이 등이다
2022.06.24 15:38,카카오,카카오는 아님.. 증말로,내일 -5프로 예상
2022.06.24 15:38,카카오,"제이피 모건 , 신한 다음주 매도물량 투하한다.","제이피 모건 , 신한 다음주 매도물량 투하한다.

오늘 제이피 모건 30만주 , 신한 20만주 매수함...

얘네는 일주일도 안갖고있다가 올매도해버리는애들임...

다음주 50만주 투하하면 6만 초반 다시간다....."
2022.06.24 15:40,카카오,윤이 이거 규제풀고 자율로 한대,"저번에 윤때문에 8% 올랐잖아
다음도 뉴스 설정 잘해라...
니들도 윤이 니들돈 불려주지
쩝쩝이는 규제했잖아
송영길 규제 발언하고 -10% 기억나지?
총선 선택 잘해라"
2022.06.24 15:42,카카오,9만원까지만이라도...회복해다오...,ㅠㅠ
2022.06.24 15:53,카카오,연기금 말로만 장기투자고 몇개월동안 쳐 팔았네,연기금 이 잡것들 플랫폼이 고작 그런 존재냐
2022.06.24 15:54,카카오,"[삭제된 게시물의 답글][[ "" 김범수 "" 매각 상장은 ㄱ ㅐ 작두 . ]]","키워서 상장 시키고 매각해서 현금챙기고
그 돈으로 신사업 개발 인수 투자해야지
아주 훌륭한 기업 입니다 .
네이버 처럼 상장주에 주식투자해서
사기로 폭등시켜 개미 등골 빼먹는
그런짓은 안하니 아주 모범기업 이지요."
2022.06.24 15:59,카카오,어제 공포속에서 종가에 입성,먹을 자격있죠?
2022.06.24 16:00,카카오,분명 올랐는데 안기뻐,나만그런가 ~~
2022.06.24 16:01,카카오,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,내일 10만원 찍을듯 ㄷㄷㄷ
2022.06.24 16:03,카카오,연기금 이러다 망하는거아니야?,주식 죄다 매도하고 뭘로 유지하지
2022.06.24 16:06,카카오,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,ㄸㄹㅇ
2022.06.24 16:23,카카오,분명 올랐는데 안기뻐,나또한 그러하다~
2022.06.24 16:27,카카오,시외 머선일이고,100원리나올려줌
2022.06.24 16:28,카카오,밑에서 말아올린 장대양봉,"시초가에서 종가까지 한번도않밀린 장대양봉 입니다
이런 장대양봉은 계속 올리겠다는 신호입니다
위아래 꼬다리없이 깔끔한 장대 양봉인데 이런 장대양봉은
흔하지않은 경우로써 앞으로 등락은 있을수 있어도 결국 우상향할 캔들입니다
따블맨tv에서 그토록 외치던 휼륭한 장대양봉입니다"
2022.06.24 16:36,카카오,월요일 72000원 위에서 출발이네,느낌온다.
2022.06.24 16:37,카카오,13층에 사람 있어요 살려줘?!!!,주식 접을게 원금이라두 살려주셈...ㅜㅜ
2022.06.24 16:47,카카오,내평단이 얼마드라... 13이네...ㅋㅋ,"이제 허탈해서 웃음밖에 안나오고

모비리티 팔아치운다는 말에,

이제 카카오에 머가 남는지 궁금해진다."
2022.06.24 16:49,카카오,13층까지 못가 물타,몇년 기다리냐 시간이 돈인데
2022.06.24 16:56,카카오,미수 풀빵했다 가즈아,고고
2022.06.24 17:08,카카오,얼마만에 뻘건 불이냐...,"주주들 감격했다..오늘

불금 파뤼하자~~~~~~~~~~~~~~~~~~~~~~"
2022.06.24 17:09,카카오,DOG JOB STOCK,Call~!!!
2022.06.24 17:25,카카오,이제 다 파세요,"수익 챙기시고 이제 금리인상시 폭락합니다

57,600원에 사세요 금방 내려옵니다"
2022.06.24 17:36,카카오,기관 새키들,미쳤네
2022.06.24 17:57,카카오,카카오적정 주가는38000원이다,왜 물적 분할 다했잖어 멀로돈벌낀디
2022.06.24 18:02,카카오,종이의집 개망,"정말 나레이션도 별로.
긴장감도 없고.
캐릭터도 식상.
스토리도 막장.

아 오징어 게임같은 작품은
다신 안 나오나부다."
2022.06.24 18:19,카카오,내글에 이런댓글이 있던데..,"7tou****
3대가 망하고 비명횡사하고거지가되어고통속에살아가길 소망해드립니다ㆍ 당신의심보는 악귀요ㆍ 그영향이 당신가족이나 인생에 전파되길 소망은해드리겠습니다ㆍ 돈도중요하지만ㆍ 주둥이를봉하는게 단명하지않는 비결입니다ㆍ 내말대로되지않은사람 이없다ㆍ 당신도그러할것이다

10시간 전신고
답글1공감/비공감공감2비공감0
wlth****
속이다시원하네

당신은 대가 끊어지고 거지가 되서 지옥속에서 지옥불로 구운 흙이나 먹으며살아가시길 소망해드립니다, 당신은 멍청한 망상가며 정신적인 문제로 동네 아줌마들 한테 손가락질이나 받으며 당신가족 역시 그렇게 되길 소망합니다, 입닥치고 살고 자연인이 되는것이 앞의 악을막을수 있을것입니다, 내말은 항상 이행되었다, 당신역시 그럴것이다"
2022.06.24 18:26,카카오,카카오 모빌리티 매각,호재야 악재야?
2022.06.24 18:29,카카오,카카오 오늘 2등,아무리 님들이 회사 욕하고 하락을원해도 외인 기관 세력 행님 매집 완료하면 카카오는 10만원향해 올라갈거고 지하에서 입 벌리고 있던분들은 옥상만 바라볼뿐 답답 하다 또 네이버 일봉차트 함보고 카카오 차트를 보면 월요일 카카오 차트에 정 답이 있죠
2022.06.24 18:29,카카오,매도,5만카오
2022.06.24 18:35,카카오,장후반에 개인들 매수세가 가세했는데,"월욜에 지장없겠지?

금투넘들 개물려 있으니 믿고 가면 되겠지?!

뒷통수좀 그만 후리고 쭉쭉 가보자"
2022.06.24 18:44,카카오,증시버블♡마지막 탈출 기회임돠,"현금 확보 마지막 기회입니다 ㅜㅜ
이번에 마지막에 기회입니다
증시는 허리 부러졌습니다
경기 침체 거의 확실시 되어갑니다
바닥이라고 상승장이라고 또 약치는 사람들 있습니다
이럴때 비중 축소하고 관망하거나
하방배팅 해야합니다

이유는 3개월전부터 말씀드렸지만
지금은 상황이 변했습니다
담달부터 기준금리 역전되어 외인 자본 절대 안들어 옵니다

환율 1300 맛보기 봤죠?

또한

신용 잔고 아직도 19조 남아있습니다
19조요....
코로나 전엔 10조 이하였습니다
반대매매 약 하루에 3000억 나오니
저거 터지는 순간 ...
화이팅입니다 반등장에서 주식을 살때가 아니라 하방배팅, 관망, 비중축소해야합니다

멘탈 잡으세요
멀리 보세요
미래를 객관적으로 보세요

증권사나, 유튜브, 애널 말듣고 계속 손실 보셨죠? 그 사람들도 전부 주린이입니다 여러분보다 그저 A4용지 정보만 많을뿐 입니다
믿지마세요"
2022.06.24 18:53,카카오,찐 바닥은 5만7천원입니다,"반등 나왔을 때 도망치세요

마지막 한번 더 폭락 남았습니다

마지막 신용 털고 가니깐 그 때 사세요"
2022.06.24 18:55,카카오,오늘 오른것에 대한 평~,"언 발에 오줌 싼 격~

아무 의미없다"
2022.06.24 19:03,카카오,윤석열 정부의 10년 같던 1달,"아니 이놈의 좃재앙 정부는 전국민이 이리 듸지도록 개역한데
취임한지 꼴랑 1달 된거 실화냐?
ㅅㅂ 앞으로 5년이나 이 개역겨운 정부와 함께 해야한다는게 ㅈ같다
탄핵 개마렵다 ㅅㅂ"
2022.06.24 19:06,카카오,윤통덕에 오늘 증시 급등이네요,역시 윤통
2022.06.24 19:59,카카오,놀라운 찐 반등,어서 와 오늘 처음이지
2022.06.24 20:04,카카오,이제,카 직원들까지 경영진 ㅇㅇ란걸 아는건가?
2022.06.24 20:28,카카오,동상걸린 발에 오줌누기,만원 빼앗고 천원 주면서 생색내진 않겠지
2022.06.24 21:08,카카오,시무룩한 안티댓글부대들에게,"신용.미수. 다 털렸는데. 뭘 시무룩해하냐.

이제 털어먹을것도 없어."
2022.06.24 21:46,카카오,개인만 오늘 73만주 매도,ㅋ 잼나네 바닥에서 턴겨~?
2022.06.24 22:07,카카오,"주린이 특징, 본전오면 판다.","많이 파셨네요.....
(본전 아니고, 손해보고 파신분들도 많음)
결론 : 털림.......

인터넷 플랫폼 시대에 이게 주도주임...

계속 사모아가야하는 주식 이라고 생각함.

카카오로 130% 수익률 찍고,

지금 -5% 이긴 한데
(졸라 짜증나기는함)

뭐.... 많이 배웠다고 생각함."
2022.06.24 22:14,카카오,w상 !,상 두번달아서 치며는 본전 오겠네 살아서 돌아오면 반길것이고 나는너를 저멀리 던져두고 기다릴것이다 많이크고 예쁘게 잘 자라서 오기를 ~~~
2022.06.24 22:48,카카오,5만냥,까지 ㅋㅋ
